year,week,team,yards,turnovers,pts_scored,pts_allowed,roll_yards,roll_turnovers,roll_pts_scored,roll_pts_allowed
2024,13,UAlbany,317.0,2.0,41,34,297.3333333333333,2.0,12.333333333333334,25.0
2024,15,UC Davis,560.0,0.0,42,10,446.6666666666667,1.0,33.333333333333336,27.666666666666668
2024,14,UCF,379.0,3.0,14,28,452.0,0.6666666666666666,36.0,26.0
2024,14,UCLA,365.0,0.0,20,13,370.0,1.6666666666666667,17.333333333333332,22.333333333333332
2024,14,UConn,438.0,1.0,47,42,354.6666666666667,1.0,29.666666666666668,27.0
2024,14,UL Monroe,335.0,3.0,23,37,296.3333333333333,1.3333333333333333,17.333333333333332,38.0
2024,15,UNLV,327.0,1.0,7,21,474.3333333333333,1.0,35.333333333333336,16.666666666666668
2024,14,USC,557.0,2.0,35,49,418.0,1.6666666666666667,22.666666666666668,19.666666666666668
2024,15,UT Martin,264.0,0.0,17,49,235.33333333333334,1.3333333333333333,27.666666666666668,15.333333333333334
2024,14,UTEP,299.0,1.0,42,35,329.3333333333333,1.6666666666666667,18.666666666666668,37.0
2024,14,UTSA,324.0,3.0,24,29,539.3333333333334,1.3333333333333333,47.666666666666664,30.0
2024,2,UVA Wise,113.0,2.0,0,61,,,,
2024,1,Upper Iowa University,318.0,3.0,7,40,,,,
2024,14,Utah,196.0,0.0,28,14,251.66666666666666,2.6666666666666665,24.333333333333332,34.0
2024,14,Utah State,485.0,3.0,37,42,488.0,1.6666666666666667,41.333333333333336,26.333333333333332
2024,13,Utah Tech,463.0,1.0,34,37,300.0,0.6666666666666666,27.333333333333332,27.666666666666668
2024,13,VMI,264.0,0.0,9,16,194.33333333333334,2.3333333333333335,16.333333333333332,36.333333333333336
2024,13,Valparaiso,262.0,0.0,18,17,241.66666666666666,0.6666666666666666,16.0,21.333333333333332
2024,14,Vanderbilt,213.0,1.0,23,36,271.3333333333333,0.3333333333333333,13.666666666666666,19.666666666666668
2024,15,Villanova,138.0,1.0,6,13,338.0,1.3333333333333333,31.0,28.333333333333332
2024,14,Virginia,274.0,2.0,17,37,271.0,2.3333333333333335,15.0,29.0
2024,2,Virginia St,288.0,1.0,23,28,,,,
2024,14,Virginia Tech,458.0,0.0,37,17,362.0,2.3333333333333335,24.333333333333332,31.0
2024,2,Virginia Union,282.0,1.0,21,33,,,,
2024,7,Virginia University Of Lynchburg,75.0,2.0,0,68,103.66666666666667,1.0,5.666666666666667,49.0
2024,13,Wagner,261.0,0.0,28,35,283.3333333333333,1.3333333333333333,14.0,33.666666666666664
2024,14,Wake Forest,318.0,1.0,17,23,311.0,3.0,24.666666666666668,39.666666666666664
2024,2,Warner University,202.0,1.0,0,35,,,,
2024,14,Washington,244.0,1.0,21,49,292.6666666666667,1.0,21.0,25.0
2024,14,Washington State,285.0,2.0,14,15,471.3333333333333,0.6666666666666666,40.666666666666664,35.666666666666664
2023,2,Webber International,275.0,3.0,28,38,,,,
2024,13,Weber State,456.0,2.0,28,17,378.0,0.6666666666666666,21.666666666666668,33.666666666666664
2024,12,West Georgia,148.0,2.0,34,31,393.3333333333333,2.0,42.0,26.0
2024,14,West Virginia,423.0,3.0,15,52,356.6666666666667,0.6666666666666666,32.333333333333336,31.333333333333332
2024,4,West Virginia Wesleyan,160.0,2.0,0,35,,,,
2024,13,Western Carolina,482.0,2.0,47,42,478.0,2.0,39.0,28.666666666666668
2024,13,Western Illinois,511.0,2.0,45,28,487.3333333333333,2.0,34.333333333333336,48.0
2024,15,Western Kentucky,229.0,2.0,12,52,336.6666666666667,2.0,15.666666666666666,22.333333333333332
2024,14,Western Michigan,362.0,0.0,26,18,288.6666666666667,1.6666666666666667,18.333333333333332,29.666666666666668
2022,4,Western New Mexico,167.0,1.0,7,34,,,,
2024,3,Western Oregon,388.0,1.0,14,31,221.0,1.0,10.0,50.0
2024,1,Wheeling,349.0,1.0,25,28,,,,
2024,13,William & Mary,164.0,1.0,0,27,414.0,1.0,34.333333333333336,19.666666666666668
2022,9,William Jewell,465.0,4.0,23,64,,,,
2022,2,Wilson,270.0,2.0,17,37,,,,
2024,2,Winston-Salem,287.0,0.0,20,27,,,,
2024,14,Wisconsin,167.0,0.0,7,24,298.6666666666667,1.6666666666666667,16.0,34.0
2024,13,Wofford,252.0,0.0,12,56,317.3333333333333,1.6666666666666667,17.666666666666668,18.666666666666668
2024,14,Wyoming,342.0,3.0,15,14,386.6666666666667,0.3333333333333333,24.0,28.666666666666668
2024,13,Yale,503.0,0.0,34,29,408.0,1.0,36.0,25.0
2024,12,Youngstown State,402.0,1.0,39,38,394.3333333333333,1.6666666666666667,30.0,33.333333333333336
